20110215
0000da93.4d5879bf.01.01	0001bba8.0001afd5.4d58c25f.0001	2.5	USD	1.7976931348623157E308	null	20110215-05:35:00	0.0
00010cd0.4d59aa05.01.01	0001bba8.0001afd5.4d58c16a.0001	2.5	USD	1.7976931348623157E308	null	20110215-00:45:00	-47.0
00010cd0.4d59a9b3.01.01	0001bba8.0001afd5.4d58c174.0001	2.5	USD	1.7976931348623157E308	null	20110215-00:05:00	7.2
0000e276.9ab35229.01.01	0001bba8.0001afd5.4d5a0dc5.0001	2.5	USD	1.7976931348623157E308	null	20110215-10:50:00	690.0
00012be9.4d59aed1.01.01	0001bba8.0001afd5.4d5a0e14.0001	2.5	USD	1.7976931348623157E308	null	20110215-12:35:00	-364.1
00012be9.4d59ab23.01.01	0001bba8.0001afd5.4d5a0dc6.0001	2.5	USD	1.7976931348623157E308	null	20110215-05:55:55	0.0
0000e10d.4d5859da.01.01	0001bba8.0001afd5.4d5a0dc4.0001	2.5	USD	1.7976931348623157E308	null	20110215-08:40:00	0.0
0000e10d.4d585999.01.01	0001bba8.0001afd5.4d58c1e1.0001	2.5	USD	1.7976931348623157E308	null	20110215-05:15:00	-1230.0
00012ff6.9ab35379.01.01	0001bba8.0001afd5.4d5a10dc.0001	2.5	USD	1.7976931348623157E308	null	20110215-15:03:52	0.0
00012be9.4d59ac02.01.01	0001bba8.0001afd5.4d58c260.0001	2.5	USD	1.7976931348623157E308	null	20110215-07:20:00	-101.3
00010cd0.4d59a9bc.01.01	0001bba8.0001afd5.4d58c175.0001	2.5	USD	1.7976931348623157E308	null	20110215-00:15:00	5.4
00012ff6.9ab35418.01.01	0001bba8.0001afd5.4d5a10e3.0001	2.5	USD	1.7976931348623157E308	null	20110215-19:55:00	127.5
00012be9.4d59acff.01.01	0001bba8.0001afd5.4d5a0dc9.0001	2.5	USD	1.7976931348623157E308	null	20110215-09:20:00	-39.0
0000d6a8.4d586665.01.01	0001bba8.0001afd5.4d5a0e13.0001	2.5	USD	1.7976931348623157E308	null	20110215-10:00:00	0.0
