20110216
00010cd0.4d5b8f68.01.01	0001bba8.0001afd5.4d5b6656.0001	2.5	USD	1.7976931348623157E308	null	20110216-21:12:16	-3.63798E-12
00010cd0.4d5b8da4.01.01	0001bba8.0001afd5.4d5b61e8.0001	2.5	USD	1.7976931348623157E308	null	20110216-17:55:00	-15.0
00010cd0.4d5b8da1.01.01	0001bba8.0001afd5.4d5b618c.0001	2.5	USD	1.7976931348623157E308	null	20110216-17:50:00	54.85
0000e276.9ab5f4a8.01.01	0001bba8.0001afd5.4d5b5f5e.0001	2.5	USD	1.7976931348623157E308	null	20110216-06:48:55	0.0
00010cd0.4d5afc6c.01.01	0001bba8.0001afd5.4d5a1528.0001	2.5	USD	1.7976931348623157E308	null	20110216-06:10:00	86.4
0000e10d.4d585ac7.01.01	0001bba8.0001afd5.4d5b5f60.0001	2.5	USD	1.7976931348623157E308	null	20110216-06:50:26	0.0
0000ecb4.4d5afe61.01.01	0001bba8.0001afd5.4d5b618a.0001	2.5	USD	1.7976931348623157E308	null	20110216-12:20:16	0.0
0000d30a.4d5b03f9.01.01	0001bba8.0001afd5.4d5b618d.0001	2.5	USD	1.7976931348623157E308	null	20110216-13:07:39	0.0
0000d6a8.4d587939.01.01	0001bba8.0001afd5.4d5b664d.0001	2.5	USD	1.7976931348623157E308	null	20110216-21:08:42	0.0
00010cd0.4d5b88b4.01.01	0001bba8.0001afd5.4d5b6047.0001	2.5	USD	1.7976931348623157E308	null	20110216-10:15:00	-46.2
0000dff5.4d5afb51.01.01	0001bba8.0001afd5.4d5a1525.0001	2.5	USD	1.7976931348623157E308	null	20110216-01:33:24	0.0
0000da93.4d588748.01.01	0001bba8.0001afd5.4d5b6184.0001	2.5	USD	1.7976931348623157E308	null	20110216-12:08:34	0.0
0000d30a.4d5b0e5d.01.01	0001bba8.0001afd5.4d5b6647.0001	2.5	USD	1.7976931348623157E308	null	20110216-21:02:53	0.0
0000e276.9ab5f4e1.01.01	0001bba8.0001afd5.4d5b6053.0001	2.5	USD	1.7976931348623157E308	null	20110216-09:30:00	-31.5
0000d6a8.4d5875d7.01.01	0001bba8.0001afd5.4d5b61e9.0001	2.5	USD	1.7976931348623157E308	null	20110216-17:00:00	26.65
