20110121
00012ff5.9a71669a.01.01	0001bba8.0001afd5.4d391d01.0001	2.5	USD	1.7976931348623157E308	null	20110121-09:04:06	75.7
0000da93.4d33a623.01.01	0001bba8.0001afd5.4d391c67.0001	2.5	USD	1.7976931348623157E308	null	20110121-11:15:00	104.7
0000da93.4d33a3dc.01.01	0001bba8.0001afd5.4d37cc19.0002	2.5	USD	1.7976931348623157E308	null	20110121-05:10:01	12.4
0000da93.4d33a86d.01.01	0001bba8.0001afd5.4d392005.0001	2.5	USD	1.7976931348623157E308	null	20110121-16:02:09	0.0
0000d30a.4d38c079.01.01	0001bba8.0001afd5.4d391fd6.0001	2.5	USD	1.7976931348623157E308	null	20110121-20:55:00	120.6
0000d30a.4d38b8e7.01.01	0001bba8.0001afd5.4d37cdac.0001	2.5	USD	1.7976931348623157E308	null	20110121-09:35:01	140.5
0000f578.9a716926.01.01	0001bba8.0001afd5.4d391fc4.0001	2.5	USD	1.7976931348623157E308	null	20110121-15:53:28	0.0
00012ff5.9a7167b9.01.01	0001bba8.0001afd5.4d391fbc.0001	2.5	USD	1.7976931348623157E308	null	20110121-15:54:43	0.0
0000dff5.4d38b54b.01.01	0001bba8.0001afd5.4d391c6e.0001	2.5	USD	1.7976931348623157E308	null	20110121-06:32:35	2430.0
0001246d.9a716d31.01.01	0001bba8.0001afd5.4d391fb9.0001	2.5	USD	1.7976931348623157E308	null	20110121-15:39:28	0.0
0000d6a8.4d33a5bb.01.01	0001bba8.0001afd5.4d391c79.0001	2.5	USD	1.7976931348623157E308	null	20110121-11:50:00	-33.6
0000da93.4d33a305.01.01	0001bba8.0001afd5.4d37ccd4.0001	2.5	USD	1.7976931348623157E308	null	20110121-02:35:01	-180.0
00010cd0.4d38be7d.01.01	0001bba8.0001afd5.4d392147.0001	2.5	USD	1.7976931348623157E308	null	20110121-19:51:40	0.0
00010cd0.4d38bc75.01.01	0001bba8.0001afd5.4d391fc6.0001	2.5	USD	1.7976931348623157E308	null	20110121-15:47:47	0.0
0001246d.9a717039.01.01	0001bba8.0001afd5.4d3921af.0001	2.5	USD	1.7976931348623157E308	null	20110121-20:39:12	0.0
0000da93.4d33a316.01.01	0001bba8.0001afd5.4d37cd31.0001	2.5	USD	1.7976931348623157E308	null	20110121-02:45:01	27.1
0000e26d.9a716748.01.01	0001bba8.0001afd5.4d391d00.0001	2.5	USD	1.7976931348623157E308	null	20110121-12:50:00	-137.6
0000e10d.4d337b40.01.01	0001bba8.0001afd5.4d3921b3.0001	2.5	USD	1.7976931348623157E308	null	20110121-20:41:53	0.0
0000d344.9a7168be.01.01	0001bba8.0001afd5.4d392010.0001	2.5	USD	1.7976931348623157E308	null	20110121-16:53:17	0.0
0000d30a.4d38b7b4.01.01	0001bba8.0001afd5.4d391c72.0001	2.5	USD	1.7976931348623157E308	null	20110121-08:18:15	0.0
0000d6a8.4d33a557.01.01	0001bba8.0001afd5.4d391c61.0001	2.5	USD	1.7976931348623157E308	null	20110121-10:35:01	0.0
0000e10d.4d337628.01.01	0001bba8.0001afd5.4d391d61.0001	2.5	USD	1.7976931348623157E308	null	20110121-13:30:00	52.3
00012be9.4d38b992.01.01	0001bba8.0001afd5.4d37cdaf.0001	2.5	USD	1.7976931348623157E308	null	20110121-07:33:06	0.0
0000d6a8.4d33a65e.01.01	0001bba8.0001afd5.4d391d21.0001	2.5	USD	1.7976931348623157E308	null	20110121-12:35:00	53.4
00012be9.4d38c141.01.01	0001bba8.0001afd5.4d3921c9.0001	2.5	USD	1.7976931348623157E308	null	20110121-20:50:35	0.0
0000d85e.4d38b6ab.01.01	0001bba8.0001afd5.4d391ca7.0001	2.5	USD	1.7976931348623157E308	null	20110121-12:10:00	4320.0
0000d30a.4d38bfb8.01.01	0001bba8.0001afd5.4d391fd7.0001	1.52656E-16	USD	1.7976931348623157E308	null	20110121-19:40:00	170.0
0000d30a.4d38c035.01.01	0001bba8.0001afd5.4d391fbe.0001	2.5	USD	1.7976931348623157E308	null	20110121-20:25:00	-167.6
