DATE;TIME;VOLUME;OPEN;CLOSE;MIN;MAX
03/19/10;18:10:01;1413;115.96;115.95;115.87;116
03/19/10;18:20:01;1891;115.95;116.04;115.94;116.1
03/19/10;18:30:01;1595;116.05;115.92;115.91;116.06
03/19/10;18:40:01;1591;115.92;115.97;115.86;115.99
03/19/10;18:50:01;1851;115.97;115.84;115.81;115.98
03/19/10;19:00:01;1573;115.84;115.92;115.81;115.95
03/19/10;19:10:01;1555;115.92;115.93;115.87;115.95
03/19/10;19:20:01;1688;115.94;115.88;115.84;115.97
03/19/10;19:30:01;1429;115.86;115.61;115.53;115.87
03/19/10;19:40:01;1444;115.61;115.89;115.52;115.92
03/19/10;19:50:01;1221;115.89;115.96;115.81;115.96
03/19/10;20:00:01;2153;115.95;115.97;115.93;115.99
03/19/10;20:10:01;868;115.97;115.95;115.95;115.99
03/19/10;20:20:01;239;115.94;115.98;115.93;116
03/19/10;20:30:01;207;115.98;115.98;115.94;115.99
03/19/10;20:40:01;180;115.98;115.97;115.94;116
03/19/10;20:50:01;159;115.96;115.95;115.95;115.99
03/22/10;14:30:01;4802;116.01;116.3;116.01;116.42
03/22/10;14:40:01;4548;116.3;116.33;116.27;116.42
03/22/10;14:50:01;4733;116.35;116.32;116.32;116.48
03/22/10;15:00:01;4779;116.33;116.45;116.32;116.51
03/22/10;15:10:01;3896;116.45;116.35;116.32;116.49
03/22/10;15:20:01;3187;116.35;116.34;116.32;116.42
03/22/10;15:30:01;4066;116.34;116.3;116.23;116.36
03/22/10;15:40:01;3471;116.3;116.35;116.23;116.41
03/22/10;15:50:01;3239;116.37;116.39;116.32;116.42
03/22/10;16:00:01;3457;116.4;116.32;116.24;116.41
03/22/10;16:10:01;4070;116.32;116.29;116.24;116.43
03/22/10;16:20:01;2985;116.29;116.39;116.25;116.41
03/22/10;16:30:01;4299;116.4;116.4;116.36;116.54
03/22/10;16:40:01;2847;116.4;116.4;116.31;116.45
03/22/10;16:50:01;3207;116.39;116.46;116.33;116.47
