[W] > nextValidId
[W] > openOrderEnd
[W] > hdata, 10,1292796900,1.318325,1.318325,1.31825,1.318275,-1,has gaps:,false
[W] > hdata, 10,1292797200,1.318275,1.318275,1.318175,1.318175,-1,has gaps:,false
[W] > hdata, 10,1292797500,1.318175,1.318225,1.31785,1.31785,-1,has gaps:,false
[W] > hdata, 10,1292797800,1.31785,1.317875,1.31745,1.317725,-1,has gaps:,false
[W] > hdata, 10,1292798100,1.317725,1.317875,1.317525,1.31755,-1,has gaps:,false
[W] > hdata, 10,1292798400,1.31755,1.31755,1.317325,1.317375,-1,has gaps:,false
[W] > hdata, 10,finished-20101218  22:42:54-20101219  22:42:54,-1.0,-1.0,-1.0,-1.0,-1,has gaps:,false
