20110211
0000d985.4d554af8.01.01	0001c874.00019d12.4d54c615.0001	0.789	USD	1.7976931348623157E308	null	20110211-15:14:03	0.0
00014988.4d554cac.01.01	0001c874.00019d12.4d54c670.0001	0.7645	USD	1.7976931348623157E308	null	20110211-17:00:01	0.0
00011e41.4d555f1a.01.01	0001c874.00019d12.4d54c678.0001	1.0145	USD	1.7976931348623157E308	null	20110211-19:00:00	0.0
00014988.4d5552de.01.01	0001c874.00019d12.4d54c653.0001	0.7645	USD	1.7976931348623157E308	null	20110211-20:59:02	-26.159
0000d985.4d554a5d.01.01	0001c874.00019d12.4d54c5fe.0001	0.789	USD	1.7976931348623157E308	null	20110211-15:04:33	0.0
00014988.4d5550d1.01.01	0001c874.00019d12.4d54c679.0001	0.7645	USD	1.7976931348623157E308	null	20110211-20:00:01	0.0
0001d2c4.4d5554c1.01.01	0001c874.00019d12.4d54c641.0001	1.429	USD	1.7976931348623157E308	null	20110211-20:59:00	-16.218
00014980.4d554c7a.01.01	0001c874.00019d12.4d54c601.0001	0.1645	USD	1.7976931348623157E308	null	20110211-15:07:50	0.0
00014980.4d55697a.01.01	0001c874.00019d12.4d54c640.0001	0.929	USD	1.7976931348623157E308	null	20110211-20:59:01	-99.858
0000ef3a.4d554d17.01.01	0001c874.00019d12.4d54c62e.0001	0.789	USD	1.7976931348623157E308	null	20110211-15:19:33	0.0
0000d985.4d554ae1.01.01	0001c874.00019d12.4d54c612.0001	0.789	USD	1.7976931348623157E308	null	20110211-15:11:47	0.0
000121f1.4d555a21.01.01	0001c874.00019d12.4d54c649.0001	2.329	USD	1.7976931348623157E308	null	20110211-20:59:00	16.882
00014980.4d554c79.01.01	0001c874.00019d12.4d54c601.0001	0.7645	USD	1.7976931348623157E308	null	20110211-15:07:50	0.0
00011ca6.4d554a9f.01.01	0001c874.00019d12.4d54c625.0001	0.4145	USD	1.7976931348623157E308	null	20110211-15:22:37	0.0
00010dfd.4d5553df.01.01	0001c874.00019d12.4d54c676.0001	1.1345	USD	1.7976931348623157E308	null	20110211-18:00:00	0.0
00014980.4d55697f.01.01	0001c874.00019d12.4d54c652.0001	0.929	USD	1.7976931348623157E308	null	20110211-20:59:02	-38.358
0000f073.4d561c6a.01.01	0001c874.00019d12.4d54c648.0001	1.0	USD	1.7976931348623157E308	null	20110211-20:59:00	-21.0
00011c31.4d556634.01.01	0001c874.00019d12.4d54c63b.0001	1.0145	USD	1.7976931348623157E308	null	20110211-20:59:00	-10.409
00011c31.4d556635.01.01	0001c874.00019d12.4d54c63b.0001	0.4145	USD	1.7976931348623157E308	null	20110211-20:59:00	-9.809
0000d50b.4d55551a.01.01	0001c874.00019d12.4d54c68e.0001	1.429	USD	1.7976931348623157E308	null	20110211-17:57:51	0.0
00014988.4d5552df.01.01	0001c874.00019d12.4d54c653.0001	0.1645	USD	1.7976931348623157E308	null	20110211-20:59:02	-25.559
0000da38.4d554d84.01.01	0001c874.00019d12.4d54c665.0001	1.2645	USD	1.7976931348623157E308	null	20110211-15:47:35	0.0
00011ca6.4d554a9e.01.01	0001c874.00019d12.4d54c625.0001	1.0145	USD	1.7976931348623157E308	null	20110211-15:22:36	0.0
0000ef3a.4d554c36.01.01	0001c874.00019d12.4d54c606.0001	0.789	USD	1.7976931348623157E308	null	20110211-15:09:19	0.0
0000e1d9.4d554888.01.01	0001c874.00019d12.4d54c610.0001	1.0	USD	1.7976931348623157E308	null	20110211-15:13:37	0.0
00014980.4d55697e.01.01	0001c874.00019d12.4d54c651.0001	0.929	USD	1.7976931348623157E308	null	20110211-20:59:02	24.282
