20110224
0000da58.4d665736.01.01	0001c874.00019d12.4d65e9f3.0001	1.0	USD	1.7976931348623157E308	null	20110224-14:48:46	0.0
0000ef3a.4d666da0.01.01	0001c874.00019d12.4d65e9e6.0001	0.789	USD	1.7976931348623157E308	null	20110224-14:44:58	0.0
0000dc40.4d666c82.01.01	0001c874.00019d12.4d65ea11.0001	0.789	USD	1.7976931348623157E308	null	20110224-14:52:48	0.0
0000f073.4d66a0b9.01.01	0001c874.00019d12.4d6498c3.0001	1.0	USD	1.7976931348623157E308	null	20110224-15:20:00	-387.0
0000d985.4d666c86.01.01	0001c874.00019d12.4d65e9e1.0001	0.789	USD	1.7976931348623157E308	null	20110224-14:42:18	0.0
00011c31.4d666d04.01.01	0001c874.00019d12.4d65e9d8.0001	0.4145	USD	1.7976931348623157E308	null	20110224-14:40:21	0.0
00011e41.4d6674c9.01.01	0001c874.00019d12.4d65ea19.0001	1.429	USD	1.7976931348623157E308	null	20110224-15:45:39	0.0
00011c31.4d666d03.01.01	0001c874.00019d12.4d65e9d8.0001	1.0145	USD	1.7976931348623157E308	null	20110224-14:40:21	0.0
