20110223
0000ef3a.4d651d66.01.01	0001c874.00019d12.4d649889.0001	0.789	USD	1.7976931348623157E308	null	20110223-14:51:37	0.0
00014988.4d652866.01.01	0001c874.00019d12.4d649892.0001	0.929	USD	1.7976931348623157E308	null	20110223-20:59:01	-46.358
00014988.4d652868.01.01	0001c874.00019d12.4d649897.0001	0.929	USD	1.7976931348623157E308	null	20110223-20:59:01	-31.718
00014980.4d653947.01.01	0001c874.00019d12.4d649893.0001	0.929	USD	1.7976931348623157E308	null	20110223-20:59:01	-59.718
0000d38c.4d651b06.01.01	0001c874.00019d12.4d64987b.0001	1.429	USD	1.7976931348623157E308	null	20110223-14:44:40	0.0
00011c31.4d651bae.01.01	0001c874.00019d12.4d6348ba.0001	0.4145	USD	1.7976931348623157E308	null	20110223-14:40:01	-27.129
0000e69b.4d650ee0.01.01	0001c874.00019d12.4d6498c0.0001	1.0	USD	1.7976931348623157E308	null	20110223-15:59:35	0.0
0000ef3a.4d651d6f.01.01	0001c874.00019d12.4d649887.0001	0.789	USD	1.7976931348623157E308	null	20110223-14:51:43	0.0
00014980.4d651b66.01.01	0001c874.00019d12.4d649878.0002	0.929	USD	1.7976931348623157E308	null	20110223-14:42:33	0.0
00014980.4d653948.01.01	0001c874.00019d12.4d64988d.0001	0.929	USD	1.7976931348623157E308	null	20110223-20:59:01	-103.858
00014988.4d651adf.01.01	0001c874.00019d12.4d634723.0001	0.929	USD	1.7976931348623157E308	null	20110223-14:50:01	18.282
0001145c.4d6530c7.01.01	0001c874.00019d12.4d64988e.0001	1.929	USD	1.7976931348623157E308	null	20110223-20:59:00	-159.358
00011c31.4d651bad.01.01	0001c874.00019d12.4d6348ba.0001	1.0145	USD	1.7976931348623157E308	null	20110223-14:40:01	-27.729
00011e41.4d651cff.01.01	0001c874.00019d12.4d64987e.0001	1.429	USD	1.7976931348623157E308	null	20110223-14:47:39	0.0
0001d685.4d65366b.01.01	0001c874.00019d12.4d649883.0001	1.0145	USD	1.7976931348623157E308	null	20110223-19:33:58	0.0
