AUD,BOT,30000,83.380,14:49:33,20110304,IDEALPRO,U235221,,,
GBP,SLD,30000,1.62786,14:52:29,20110304,IDEALPRO,U235221,,,
AUD,BOT,30000,83.340,14:54:45,20110304,IDEALPRO,U235221,,,
AUD,BOT,30000,83.352,14:58:25,20110304,IDEALPRO,U235221,,,
GBP,BOT,30000,1.62846,15:10:00,20110304,IDEALPRO,U235221,,,
PPLT,SLD,100,182.69,15:46:50,20110304,ISLAND,U235221,,,
EUR,BOT,30000,115.177,17:03:18,20110304,IDEALPRO,U235221,,,
AUD,BOT,30000,83.250,17:04:29,20110304,IDEALPRO,U235221,,,
EUR,SLD,30000,1.29555,18:08:00,20110304,IDEALPRO,U235221,,,
EUR,BOT,30000,115.140,19:10:07,20110304,IDEALPRO,U235221,,,
EUR,BOT,30000,1.39930,19:16:09,20110304,IDEALPRO,U235221,,,
EUR,SLD,30000,1.29456,19:19:09,20110304,IDEALPRO,U235221,,,
AUD,SLD,30000,83.310,19:50:00,20110304,IDEALPRO,U235221,,,
AUD,SLD,30000,83.428,20:10:00,20110304,IDEALPRO,U235221,,,
GBP,BOT,30000,1.62649,20:10:00,20110304,IDEALPRO,U235221,,,
AUD,SLD,30000,83.362,20:25:00,20110304,IDEALPRO,U235221,,,
AUD,SLD,30000,83.372,20:30:00,20110304,IDEALPRO,U235221,,,
AUD,BOT,30000,1.01274,20:34:35,20110304,IDEALPRO,U235221,,,
EUR,BOT,30000,1.38000,20:52:17,20110304,IDEALPRO,U235221,,,
EUR,BOT,30000,1.37950,21:00:06,20110304,IDEALPRO,U235221,,,
