[W] > nextValidId
[W] > openOrderEnd
[W] > ,1293453900,145.4,has gaps:,false
[W] > ,1293454800,145.4,has gaps:,false
[W] > ,1293455700,145.3,has gaps:,false
[W] > ,1293456600,145.3,has gaps:,false
[W] > ,1293457500,145.09,has gaps:,false
[W] > ,1293458400,145.16,has gaps:,false
[W] > ,1293459300,145.0,has gaps:,false
[W] > ,1293460200,145.22,has gaps:,false
[W] > ,1293461100,145.15,has gaps:,false
[W] > ,1293462000,145.41,has gaps:,false
[W] > ,1293462900,145.35,has gaps:,false
[W] > ,1293463800,145.36,has gaps:,false
[W] > ,1293464700,145.36,has gaps:,false
[W] > ,1293465600,145.39,has gaps:,false
[W] > ,1293466500,145.23,has gaps:,false
[W] > ,1293467400,145.13,has gaps:,false
[W] > ,1293468300,145.14,has gaps:,false
[W] > ,1293469200,145.2,has gaps:,false
[W] > ,1293470100,145.19,has gaps:,false
[W] > ,1293471000,145.07,has gaps:,false
[W] > ,1293471900,145.12,has gaps:,false
[W] > ,1293472800,145.27,has gaps:,false
[W] > ,1293473700,145.41,has gaps:,false
[W] > ,1293474600,145.48,has gaps:,false
[W] > ,1293475500,145.44,has gaps:,false
[W] > ,1293476400,145.57,has gaps:,false
[W] > ,1293477300,145.58,has gaps:,false
[W] > ,1293478200,145.58,has gaps:,false
[W] > ,1293479100,145.5,has gaps:,false
[W] > ,1293480000,145.4,has gaps:,false
[W] > ,1293480900,145.46,has gaps:,false
[W] > ,1293481800,145.47,has gaps:,false
[W] > ,1293482700,145.37,has gaps:,false
[W] > ,1293483600,145.34,has gaps:,false
[W] > ,1293484500,145.34,has gaps:,false
[W] > ,1293485400,145.34,has gaps:,false
[W] > ,1293486300,145.34,has gaps:,false
[W] > ,1293487200,145.34,has gaps:,false
[W] > ,1293488100,145.34,has gaps:,false
[W] > ,1293489000,145.69,has gaps:,false
[W] > ,1293489900,145.69,has gaps:,false
[W] > ,1293490800,145.34,has gaps:,false
[W] > ,1293491700,145.34,has gaps:,false
[W] > ,1293492600,145.34,has gaps:,false
[W] > ,1293493500,145.34,has gaps:,false
[W] > ,1293494400,145.34,has gaps:,false
[W] > ,1293495300,145.34,has gaps:,false
[W] > ,1293496200,145.34,has gaps:,false
[W] > ,1293497100,145.34,has gaps:,false
[W] > ,1293533100,145.34,has gaps:,false
[W] > ,1293534000,145.34,has gaps:,false
[W] > ,1293534900,145.34,has gaps:,false
[W] > ,1293535800,145.34,has gaps:,false
[W] > ,1293536700,145.35,has gaps:,false
[W] > ,1293537600,145.35,has gaps:,false
[W] > ,1293538500,145.35,has gaps:,false
[W] > ,1293539400,145.35,has gaps:,false
[W] > ,1293540300,145.35,has gaps:,false
