20110107
0001145c.4d272f8f.01.01	0001c874.00019d12.4d26a205.0001	2.858	USD	1.7976931348623157E308	null	20110107-18:16:43	0.0
00011ed0.4d272623.01.01	0001c874.00019d12.4d2550e2.0001	2.858	USD	1.7976931348623157E308	null	20110107-16:00:00	126.784
000149c1.4d272783.01.01	0001c874.00019d12.4d26a18e.0001	1.929	USD	1.7976931348623157E308	null	20110107-17:00:10	0.0
